Jinrou Game: Lost Eden,
Jobless Reincarnation - I Will Go All Out When I'm Transported to Another World,Mushoku Tensei ~Isekai Ittara Honki Dasu~
Jobless Reincarnation ~Eris Seriously Sharpens Her Fangs~,Mushoku Tensei - Eris Gaiden
JoJo's Bizarre Adventure Part 9 - The JOJOLands,Jojo no Kimyou na Bouken: The JOJOLands
Joshikousei Joreishi Akane!,
Jujutsu Kaisen,
Just Listen to the Song,Futuu ni Kiite Kure
Juujika no Rokunin,
Juuou to Yakusou,
Kaette Kudasai! Akutsu-san,
Kagurabachi,
Kaibutsu Shoujo wa Hatsukoi no Yume wo Miru ka?,
Kaiji,
Kaiju No. 8: Relax,
Kamakura Bakeneko Club,
Kamen Rider Spirits,
Kami to Yobareta Kyuuketsuki,
Kaminagashijima ~Rinne no Miko~,
Kamitachi ni Hirowareta Otoko,
Kamui,
"Kamui, the One Standing Behind You","Ushiro no Shoumen, Kamui-san"
Kanan-sama wa Akumade Choroi,
Kanojo no Tomodachi,
"Kanojo, Hitomishirimasu",
Karada Sagashi,
Karakuri Circus,
Kareshi Tokidoki Kanojo,
Kasane,
Kasane to Subaru,
Keep Your Hands Off Eizouken!,Eizouken ni wa Te o Dasu na!
"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai Suru Hanashi",
Kekkon Suru tte Itta Yone?,
Kemono Jihen,
Kengan Ashura,
Kidou Senshi Gundam: Gyakushuu no Char—Beltorchika's Children,
Kikanshita Yuusha no Gojitsudan,
Kimama ni Majutsu wo Kiwamemasu,
Kimi Dake ga Hontou,
Kimi Janakya Dame na Dorei Shoujo,
Kimi ni Nidome no Sayonara wo,
Kimi no Katana ga Oreru Made ~Tsukimiya Matsuri no Koigataki~,
Kimi to nara Hadashi,
Kimi to Picopico,
Kimi wa Meido-sama,
Kimi Wa Petto,
Kimi wa Sukinosaurus,
Kimi wo Shinryakuseyo!,
Kin no Ito,
Kindaichi Case Files,
King's Proposal,Ousama no Propose
Kingdom,
Kingdom Is Swallowed Whole,
Kinnikuman,
Kiraboshi Ojou-sama no Kyuukon,
Kiss & Never Cry,
Kiss x Sis,
KissWood,
Kitai Fuku ga Aru,
Kitazawa-kun wa A Class,
Kiyo in Kyoto: From the Maiko House,
Kizumono no Hanayome,
Knight of Sidonia,Sidonia no Kishi
Knight Run,
Kochikame,
Koharu Haru,
Koi ka Mahou ka Wakaranai!,
Koi wa Iikara Nemuritai!,
Koibami Shoujo,
Koiseyo Mayakashi Tenshi-domo,
Koitsu,
"Kokoro wo Tozashita Koushaku Kakka to Konyaku Shita Hazu na no ni, Naze ka Taisetsu ni Sasete Shimattemasu!",
Kokuhaku Biyori,
Komi-san Can't Communicate,"Komi-san wa, Comyushou desu."
Komyushou Riiman wa Koi no Shikata ga Wakarimasen,
Kongou Banchou,
Kono Ai wo Owarasete kurenai ka,
Kono Oto Tomare,
Kono Yo wa Tatakau Kachi ga Aru,
Konyakusha ni Sobahi to shite Riyousareru Kurai Nara Majutsushi-sama no Houshou to narimasu,
Koroshiya Yametai,
Kouga-san no Kamiguse,
Koukou Debut shita Juumai ga Mount Tottekuru,
Koyori no Kaerimichi from Ashioka Rangyo,
Kubi wo Kiraneba Wakarumai,
Kubo Won't Let Me Be Invisible,Kubo-san wa Mob wo Yurusanai
Kujaku no Dance,
Kunigei,
Kunoichi Tsubaki,
Kurage no Hone wa Ao,
Kurage no Uta,
Kuroi Santa yori,
Kuroiwa Medaka is Impervious to My Charms,
Kuroko no Basket,
Kurukuru Kuruma Mimura Pan,
Kutsu no Muku Mama,
Kyou de Anata wo Wasuremasu. Dakara Douzo o-shiawase ni,
Kyou mo Veranda de,
Kyou no Cerberus,
L.A.G Unlimited Passive,
Lady Baby,
"Lady Likes a Nerd over Princes, The",
Land of the Lustrous,Houseki no Kuni
LandLadyankee! ~My Apartment Life with a Yankee Landlord~ Ooyanki! ~My Apartment Life with a Yankee Landlord~,
Last Karte - Houjuuigakusha Touma Kenshou no Kioku,
Latna Saga: Survival of a Sword King,
"Legend of Dong Bai, The",
"Legend of Zelda: A Link to the Past, The",
"Legend of Zelda: Ocarina of Time, The",
"Legend of Zelda: Phantom Hourglass, The",
"Legend of Zelda: Twilight Princess, The",
"Legendary Wicked Woman Who Died on the Guillotine Wishes for a Peaceful Second Life as a Boring Bespectacled Studious Girl, The","Dantoudai ni Kieta Densetsu no Akujo, Nidome no Jinsei de wa Gariben Jimi Megane ni Natte Heion wo Nozomu"
Let Me Be Single in Peace!,
Let's run an inn on Dungeon Island! A Story of my Weak Selfs Success after receiving Creation Magic,
Leviathan,
Liar Game,
Liar Satsuki Can See Death,
Lies of the Sheriff,
Lily (Oshimi Shuzo),
Lisa's Table of Inedibles,
Little Forest,
Living Will,
Living With My Brother's Wife,Ani no Yome to Kurashite Imasu
Lonely Professor and Robot Girl's Despair-Like Utopia,Bocchi Hakase to Robot Shoujo no Zetsubouteki Utopia
Long-Winded Legend of Toyotomi Hideyoshi,GUDAGUDA Taikou Legend ZIPANG
Looking for a Father,
Lord El-Melloi II-sei no Jikenbo,
Lout of Count's Family,
Love After World Domination,
Love Hina,
Love Life,
Love of the Second and Fourth Tuesday,
Love Score,
Love Train,
Love Tutorial,Koibito Tutorial
Lv. 9999 Unlimited Gacha,
Lydia's Great Escape / The Villain’s Sister Suffers Today,
Magi - The Adventure of Sinbad,
Magic Knight Rayearth,
Magical Explorer,
Magical Girl Spec-Ops Asuka,
"MagiLumiere Co., Ltd.",
Magus of the Library,Toshokan no Daimajutsushi
Mahoromi: A Visionary Tale of Space-Time Architecture,Mahoromi - Jikuu Kenchiku Genshitan
Mahou Sensei Negima,
Maid wa Koisuru Hachiya-kun,
Maimaimaigoen,
Maison de Maid,
Maison Ikkoku,
Majime Succubus Hiiragi-san,
Majin Tantei Nougami Neuro,
Making Progress on Yuri Before the Deadline,Shimekiri Mae niwa Yuri ga Hakadoru
Mamono no Kuni,
Managing Director Shima Kosaku,
Manamusume ga Dekita no de Nonbiri Jinsei wo Oukasuru,
Manuke na FPS Player ga Isekai e Ochita Baai,
Mao,
Maou No Aisai Wa Aisarenai,
Maria no Danzai,
Maria the Virgin Witch,
Marriage of Murder,
Mars,
Maryoku Cheat na Majo ni Narimashita,
Masca - The Beginning / Masca: Another Story,
Mato Seihei no Slave,
"Max Level Hero Strikes Back, The",
"Max Level Returner, The",
May I Live with You,
May this Snowfield Keep You Smiling All the Time,Kono Setsugen de Kimi ga Zutto Waratteirareru You Ni
Maybe Meant to Be,
Mayonaka Punch,
Me and the Devil Blues,
Medaka Box,
Medalist,
Mega Man-chan,Rockman-chan
Mega Man-san / Mr. Rockman,Rockman-san
Meiten Restaraunt,
Melty Blood - Back Alley Alliance Nightmare,
MELTY BLOOD: TYPE LUMINA Piece in Paradise,
Mercenary Enrollment,
Mezase Gouka Kyakusen!!,
Miageru to Kimi wa,
Midnight Diner,Shinya Shokudou
Mikadono Sanshimai wa Angai,
Mikazuki Mao wa Seibetsu wo Erabenai,
Miki-san,
Miles Edgeworth: Ace Attorney Investigations,
Mima of the forest,
Mina-sama no Omocha desu,
Minami Nanami Wants to Shine,
Minato of the Foam,Utakata no Minato
Minotaurus' Sweetheart,
Miracle! Hero-nim,
Misoshiru De Kanpai,
Miss Kishi,
Miss Miyazen Would Love to Get Closer to You,
Mission Yozakura Family,
Mita-san,
MIX,
Mob Psycho 100,
Mobile Police Patlabor,
Mobile Suit Gundam - The Origin e Ore-tachi no Field,
Mobile Suit Gundam Aggressor,
Mobile Suit Gundam F90 FF,
Mobile Suit Gundam Pulitzer - Amuro Ray Beyond the Aurora,
Mobile Suit Gundam Thunderbolt,
Mobile Suit Gundam Wing: Endless Waltz - Glory of the Losers,
Mobile Suit Gundam: Battle Operation Code Fairy,
Mobile Suits Gundam: Red Giant 03rd MS Team,
Mone-san,
Monster,
Monsters Can't Clean,
MonsterStein,
Monthly Girls’ Nozaki-kun,
"Moon on a Rainy Night, The",Amayo No Tsuki
Moratta Mittsu no Hazure Skill,
"More Than Lovers, Less Than Friends",
Moretsu Atarou,
Moriarty the Patriot,
"Morose Mononokean, The",Fukigen na Mononokean
Moscow 2160,
"Moshimo, Tokyo",
Moukin Chan,
Mr. Clice,
Mr. Morning,
Mr. Tsuridoren,
Mujikaku na Tensai Shoujo wa Kizukanai,
Mujina into the Deep,
Murabito A ni Tensei suru,
Murciélago,
Mushishi,
"Mutant Wants to Kiss His Human Girlfriend, The",
Mutou and Satou,
My Adventurer Life: I Became the Strongest Magic-Refining Sage in a New World,
My Astilbe,
"My Cheat Skill [Resurrection] Revived Me, and I Ended up Resurrecting the Ancient Demon Lord’s Army. ~The Strongest Healer That Won’t Let Anyone Die~","Cheat Skill ""Shisha Sosei"" ga Kakusei Shite, Inishie no Maougun wo Fukkatsu Sasete Shimaimashita"
My Clueless First Friend is Assertive,
My Dad is Too Strong,
My Daughter's Friend,Musume no Tomodachi
My Dearest Self with Malice Aforethought,
My Deer Friend Nokotan,Shikanokonokonokokoshitantan
My Dress-Up Darling,Sono Bisque Doll wa Koi wo Suru
My Friend's Little Sister Has It in for Me!,
My GF is 8 Meters Tall,Chieri no Koi wa 8 Meter
My Girlfriend Gives Me Goosebumps,
My Girlfriend has Multiple Personalities,
My Girlfriend is Devilishly Sweet,Akumade Amai Watashi no Kanojo
My Happy Marriage,Watashi no Shiawase na Kekkon
My Hero Academia,
My Hero Academia: Vigilantes,
My Home Hero,
My Life as Inukai-san's Dog,
My Maid,
"My Name Is ""Boy A""","Boku no Namae wa ""Shounen A"""
My New Wife Is Forcing Herself to Smile,
My Roomie is a Dino / Gal & Dinosaur,
My Roommate Isn't From This World,
My Secretly Hot Husband,
My Senpai is After My Life,Senpai ga Boku wo Tori ni Kiteru
My Slave is Way Too Cheerful,
My Stepmother and Stepsisters Aren't Wicked,
My Wife Has No Emotion,
Myo-chan sensei wa Kaku Katariki,
Mysterious Girlfriend X,
"Mysterious Play, The",Fushigi Yuugi
Mystic Prince / The Prince of Myolyeong,Myolyeongui Hwangja
Nagatoro-san,
Namekawa-san Won't Take a Licking!,
Nami no Shijima no Horizon,
Nana,
Nande Koko ni Sensei ga!?,
Nanjou-san wa Boku ni Dakaretai,
Naruto,
Natsu no Kumo Spinning Web,
Natsume Arata no Kekkon,
Necromance,
Negima,
Neko no Kohana,
Nemuro-kun wa Kao ga Ii!,
Netorare Manga no Kuzu Otoko ni Tensei Shita Hazu ga Heroine ga Yottekuru Ken,
NeuN,
New Authentic Magical Girl Risuka,Shin Honkaku Mahou Shoujo Risuka
Nezumi no Hatsukoi,
Ni no Kuni: The Successor of Light and the Cat Prince,
Nichijou,
Night Patrol Teacher,Yomawari Sensei
Nikaidou Hell Golf,
Nisekoi,
No Home,
"No Matter What You Say, Furi-san is Scary.",Tonari no Furi-san ga Tonikaku Kowai
No. 5 / Number 5,
No. 6,
NOiSE,
Noragami: Stray God,
North-by-Northwest,
Not Your Typical Reincarnation Story,
Nozoki Ana,
"NPCs in this Village Sim Game Must Be Real! (These Village-Building Game NPCs Must Be Flesh-And-Blood Humans), The",
NTREVENGE,
Nukenai Seiken-chan,
Nura: Rise of the Yokai Clan,Nurarihyon no Mago
Occhoko Doji Onee-san,
Ochikobore Kenshi,
Ogre no Aniki to Dorei-chan,
"Oh You Adorable Creature, I'm Not Evil. Come to me.",
Oishinbo,
Ojousama no Shimobe,
Okuremashite Seishun,
Okuru Kotoba,
Old Knight in the Frontier - Bard Roehn,
Omniscient Reader's Viewpoint,
Onban Kikou,
One Armed Amy,
One Day,
One One Two / One by One,
One Operation Joker,
One Outs,
One Piece,
One Piece Academy,
One Piece In Love,
One Piece: Ace's Story –,
One Punch Man,
One Room Rakuen,
One Week Friends,Isshuukan Friends
"One Within the Villainess, The",
"Onegai, Nugashite",
Oogami-san Can’t Keep It In,
Ookiku Furikabutte,
Ookumo Flashback,
Orc Eiyuu Monogatari Sontaku Retsuden,
Ore no Dankon ♡ Sacrifice,
Ore no Genjitsu wa Ren'ai Game?? ~Ka to Omottara Inochigake no Game datta~,
Ore no Koto Suki Nanoka?!,
Ore wa Shiranai Uchi ni Gakkouichi no Bishoujo o Kudoiteita Rashii,
Orient,
Origin,
Osananajimi ga Mamasugite Tsurai,
Osananajimi to wa LoveCome ni Naranai,
Otherside Picnic,Urasekai Picnic
Otherworld Affair II,Isekai Furin ll ~Michibika Reshi Hitodzuma Tachi to Bukiyo Tensei Yuusha~
Otherworldly Overnight in the Car: Outrunner PHEV,
Otome Game ga Hajimarimasen,
Otome no Teikoku,
Otona ni Narenai Bokura wa,
Ou to Kisaki,
Our Broken Strategic Love,
Our Lives After the Apocalypse,
Overgeared,
Overlord,
Oya ni Urareta Watashi no Shiawase na Kazoku,
Palace of Assassins,Ansatsu Koukyuu ~Ansatsu Nyokan Karin wa Yuttari Ikitai~
Pan wo Nameru na!,
Pandora Hearts,
Papa Told Me,
Parallel Paradise,
Parasitic Pandemic,
Parasyte Reversi,
Peach Boy Riverside,
Peach Girl,
Peeps Preschool,
Peerless Father,
"Perks of Being a Villainess, The",
"Perks of Being an S-Class Heroine, The / A Transmigrator's Privilege",
Phantom Thief Saint Tail,
Phoenix Wright: Ace Attorney,
Piccolina,
Pick Me Up,
Picked up From Another World,
Pieta,
Ping Pong,
Pink,
Pink Candy Kiss,
Piwi,
Planetary Human,
Planetes,
"Player Who Returned 10,000 Years Later",
Pluto,
Poetry Girl,
Poison Cherry Blossom,Dokuzakura
Pokemon Adventure Manga,
Ponkotsu Ponko,Useless Ponko
"Pool, The",
Power Antoinette,
Pretty Boy Detective Club,
"Prince of Tennis II, The",
"Prince of Tennis, The",
"Prince of the Afterschool, The",
Princess in the Rough,
Princess Jellyfish,
Prison School,
Prison!,
"Promised Neverland, The",Yakusoku no Neverland
Psychic Detective Yakumo,Shinrei Tantei Yakumo
"Quest for the Luxury Liner, The",
R15+ Ja Dame Desuka?,
Rabuka,
RabuKome Quest,
Rabukome to Kaijuu Taiji no Fumonritsu,
Ragna Crimson,
Rai Rai Rai,
Rainbow,
Rakudai Kenja no Gakuin Musou,
Ranma 1/2,
Raul and the Vampire,
RaW Hero,
Rayearth,
re Cervin,
"Reborn as the Princess Known as a Burden, I Fell in Love With the Hero and Became the Saint","Onimotsu to Yobareta Tensei Hime wa, Shoukan Yuusha ni Koi wo Shite Seijo ni Narimashita"
Records of Lustful Warriors in Another World,
Records Of Unparallelled Otherworld Lechery ~Using The Wisdom And Power Of Otherworld Reincarnation Just To Have XXX~,
Red Apple,
Red Blue,
"Red Haired Witch, The","Akage no Yakutatazu to Kubi ni natta Maryokunashi no Majo desu ga, ""Yakusou no Chishiki ga Hanpanai!"" to Ouritsu Kenkyuujo ni Soku Saiyou Saremashita."
Red Snow,
Red Storm,
RED: Living On The Edge,
Redo of Healer,Kaifuku Jutsushi no Yarinaoshi
Reigen: The Man With Level 131 Max Spirit Power,
"Reiko no Fuugi: Akuyaku Reijou to Yobarete imasu ga, tada no Binbou Musume desu",
Reikoku-Ou wa Hatsukoi ni Kuruu,
"Reincarnated Assassin Is a Swordmaster, The",
Relentlessly Approaching the Poison-Tongued and Indifferent Beauty to Tickle the Cutesy Reactions Out of Her,
Remake Our Life!,Bokutachi no Remake
Remarried Empress,
Renai Daikou (We don't lose with this one lol),
Renge to Naruto!,
Renkinjutsu Mujintou Survival,
Rent a GF Sumi spinoff,
Rent-a-GF,
Resetting Lady,
Retiring as the World's Strongest Demon,The Strongest Demon Becomes the Protagonists Strategist
Retro Game,
Rettou Gan no Tensei Majutsushi ~ Shiitagerareta Moto Yuusha wa Mirai no Sekai o Yoyuu de Ikinuku ~,
"Ride-On King, The",
Right?,
Rikudou,
Robber x Lover,
Robou no Fujii,
Rolan the Forgotten King,
Romance in Bloom: Taken in as a Night Attendant but Loved Dearly,
Rome Futari Gurashi,
Rookies,
Rosario to Vampire I & II,
Route End,
Roxana,
Rozen Maiden,
Rozen Maiden II,
Rozen Maiden Zero,
RuriDragon,
Rurouni Kenshin: Hokkaido-hen,
Rurouni Kenshin: Meiji Swordsman Romance,
Russian Transfer Student Who Can't Speak Japanese,
"S-Rank Party Kara Kaikosareta [Jugushi] ~""Noroi no Item"" Shika Tsukuremasen ga, Sono Seinou wa Artifact-kyuu nari......!~",
Sachi's Monstrous Appetite,Ano Hito no I ni wa Boku ga Tarinai
Sachi's Records ~Sachi's Book of Revelation~,Sachiroku ~Sachi no Mokushiroku~
Saeki-san wa Nemutteru,
Sage's Dream,
Saguri-chan Tankentai,
Saikyou Degarashi Ouji no Anyaku Teii Arasoi: Munou wo Enjiru SS Rank Ouji wa Koui Keishou-sen wo Kage kara Shihai suru,
Saikyou no Moto Ouji ni Tsuki,
Saikyou Onna Shishou-tachi ga Ikusei Houshin wo Megutte Shuraba,
Sailor Moon,
Saint Cecilia and Pastor Lawrence,
Saint Young Men,Seinto Oniisan
Sakamoto Days,
Saki,
Sakusei Byouto All Ages,
Samurai Deeper Kyo,
Sanctuary,
Sankarea,
Sarracenia,
Satanophany,
Satsudou,
Saturn Return,
"Savior's Book Cafe Story in Another World, The",
Sawaranaide Kotesashi-kun,
Say Thank You - Collected Short Stories of Ko Nikaido,Arigatoutte Itte
Sayounara Zetsubou Sensei,
School Back,
School Rumble,
Scum's Wish,Kuzu no Honkai
Sea of June,
Search and Destroy,
Seasons of Blossom,
Second Life of a Gangster (Let's live a good life),
"Second-Life Cheat Mage: Life Turned Out to Be Easy after Being Reincarnated 1,000 Years into","Nishuume Cheat no Tensei Madoushi - Saikyou ga 1000-nengo ni Tensei Shitara, Jinsei Yoyuu Sugimashita"
Second Life Ranker,
Secret of the Alien,
"Secret of the Partner Next to You, The",Jae-Kyung's Secret
Seduce the Villain’s Father,
See You in My 19th Life,
Seems like Lilia's Pregnancy Spells the World's End,
Seitokai Yakuindomo,
Sekai Oni,
Sekai Saikyou no Assassin,
Selena the Star Druidas,Hoshi Tsukai Selena
Semelparous,
Send My Regards to Kenshiro,Kenshiro ni Yoroshiku
Sengoku (Miyashita Hideki),
Senpai ga Boku wo Tori ni Kiteru,
"Senpai, Oishiidesu ka?",
Senryuu Shoujo,
Sensei Can't Teach Me Love,Sensei wa Koi o Oshierarenai
Sensei! Bokutachi ga Sekai wo Horoboshimasu.,
Sensou Kyoushitsu,
Sentai Daishikkaku,
Sentai Red Isekai de Boukensha ni Naru,
Seoul Is,
Seraph of the End,Owari no Seraph
Seven Days Diner,
"Sexiled: My Sexist Party Leader Kicked Me Out, So I Teamed Up with a Mythical Sorceress!","Onna dakara, to Party wo Tsuihou Sareta no de Densetsu no Majo to Saikyou Tag wo Kumimashita"
Shadow Student Council Vice President Gives Her All,
"Shakoukai na no Dokufu to Yobareru Watashi - Suteki na Henkyou Haku Reisoku ni Ude wo Orareta no de, Sekinin Totte Moraimasu",
Shaman King,
Shangri-La Frontier,
Sharehouse Nile,
She and her Cat,Kanojo to Kanojo no Neko
She's Adopted a High School Boy!,Danshi Koukousei wo Yashinaitai Onee-san no Hanashi
She's My Type,
Shepherd House Hotel,
Sherlock: Her Majesty's Detective,
Shi ni Aruki,
Shichi Ha Gojuroku,
Shijou Saikyou no Daimaou,
Shikimori-san,
Shikisaki Shimai wa Abakaretai,
Shimanami Tasogare,
Shimazaki in the Peaceful Land,
Shingeki no Kyojin,
Shinmei Fukei Kiruko Chan,
Shino to Ren,
Shiori Experience,
Shiotaiou no Sato-san ga Ore ni dake Ama,
Shiroyama,
Shishunki-chan no Shitsukekata,
Shitei Bouryoku Shoujo Shiomi-chan,
Shitsurengo,
Shotgun Boy,
Shouwaru Tensai Osananajimi to no Shoubu ni Makete Hatsutaiken o Zenbu Ubawareru Hanashi.,
Showa Maiden Fairytale,Showa Otome Otogibanashi
Shuumatsu no Jinrui ni Bunmei wa Hitsuyou desu ka?,
"Since I Didn't Have Anything Left to Lose in Life After My House Burned Down, I Bought a Dark Elf Slave With the Remains of My Meager Savings.",
"Skeleton Soldier Failed to Defend the Dungeon, The",
Sket Dance,
"Skill Lender's Retrieving (Tale): I Told You It's 10% Per 10 Days at First, Didn't I?",
Skip and Loafer,
"Skull Dragon's Precious Daughter, The",Hone Dragon no Mana Musume
Sleeping princess and the dreaming devil,
Sleepy Princess in the Demon Castle,Maoujou de Oyasumi
Slime life,
Soara to Maono no Ie,
"Sobbing Clerk I Helped from the Convenience Store’s Robbery Is in Fact a Naive and Cute Gal from My Class, The",
Social Survival Rabbits,
Solaris,
Solo Leveling,
Solo Leveling: Ragnarok,
Someone's Girlfriend,Aitsu no Kanojo
"Song About Green, The",Midori no Uta
"Songstress’s Last Devotion, The","Nibante no Onna - Utahime to shite no Hokori wo Mune ni, Saigo no Gohoukou wo Itashimasu"
Sora wa Sekai no Hitotsu Yane,
Sora wo Matotte,
Soremachi,
Soshite Akuma wa Seigi wo Kataru,
Souboutei Must Be Destroyed,
Soul Cartel,
Soul Eater,
"Souzou Renkinjutsushi wa Jiyuu wo Ouka suru: Kokyou wo Tsuihou saretara, Maou no Ohizamoto de Chouzetsu Kouka no Magic Item Tsukuri-houdai ni Narimashita",
Spacewalking With You,
Spider-Man: Octopus-Girl,
Spill It,
Spiteful affection,
Spy x Family,
SSS-Class Revival Hunter,
SSS-Rank Dungeon de Knife Ippon Tewatasare Tsuihou Sareta Shiro Madoushi: Yggdrasil no Noroi ni yori Jakuten de aru Maryoku Fusoku wo Kokufuku-shi Sekai Saikyou e to Itaru,
ST✰R: Strike it Rich,Isshou Senkin
Standard Heroes,
Star Wars: Story Before The Force Awakens,
Star-Embracing Swordmaster,
Star's Last Wish,
Steel of the Celestail Shadows,
Stepmother's Guide,Mamahaha no Kokoroe
"Stereotypical Life of a Reincarnated Lady, The",
"Story about My Boss Who Only Gets Flustered with Me, The",Watashi ni Dake Tenparu Joushi no Hanashi
"Story Between a Dumb Prefect and a High School Girl with an Inappropriate Skirt Length, The",Ponkotsu Fuukiiin to Skaato take ga Futekisetsu na JK no Hanashi
"Story of the Unforgettable Witch, The",Wasurenu Majo no Monogatari
"Stray and the Weed, The",
Strike or Gutter,
"Strongest Failed Aristocrat’s Dark Demon Sword, The",
"Strongest Female Masters, The",
"Strongest Sage with the Weakest Crest: The World's Strongest Sage Was Reincarnated to Become Even Stronger, The",
"Strongest Wizard Making Full Use of the Strategy Guide -No Taking Orders, The",
"Student Council President Solves Everything on the Bed, The",
Study Group,
Subtly Gentle Bully,
Succubus to Hajimeru Shinkenkousai,
Sudachi's Demon Castle,Sudachi no Maoujou
Sudden Unintended Romance,
Suddenly,
Sugar After Bitter,Kenaku datta Osananajimi Ga sato Kashi Mitai ni Amai 
Suicide Boy,
Suicide Notes Laid On The Table,
Suito-to!,
Sukaraiti,
"Summer Hikaru Died, The",Hikaru ga Shinda Natsu
Super Ball Girls,
"Superhuman Era, The",
Survive Romance / Survive RomanX,
Suzumiya Haruhi no Yuuutsu,
Sweat and Soap,Ase to Sekken
Sweet Home,
"Sweet Life of a Reincarnation Pro, The",
Sweetness and Lightning,
Swimming in the Dark,Wanitokagegisu
Sword of the Demon Hunter,Kijin Gentoushou
"Swordsman Called the Countless-Swords' Sorcerer, The",
"Symbiotic Relationship of a Hare and a Black Panther, The",
Tabekake Gospel Plan: Dear Succubus Sister,
Tada de wa Dakaremasen,
Taiga of Genesis,
Taiguu wo Kaerukara to Onegai sarete mo Okotowaridesu. Boku wa Zettai Hatarakimasen.,
Takagi-san,
Talentless Nana,Munou na Nana
Tamarowa: Who Wants to Marry a Billionaire?,
Tanaka-kun wa Itsumo Kedaruge,
"Tanbo de Hirotta Onna Kishi, Inaka de Ore No Yome da to Omowareteiru",All my neighbors are convinced the female knight from my rice field is my wife
Tanzawa Sudachi is Here!,
Tatari,
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,
Teacher?!,
Tejina Senpai,
Telework Yotanabashi,
Temple,TenPuru -No One Can Live on Loneliness-
Tenkaichi: The Greatest Warrior Under the Rising Sun,Tenkaichi - Nihon Saikyou Bugeisha Ketteisen
Tenkuu Shinpan Arrive,High Rise Invasion: Arrive
Tensei Kenja no Isekai Life,
Tensei Pandemic,
Tensei Shitara Dainana-ouji Dattanode,
Tensei Shitara Joban de Shinu Nakabosudatta ―Hiroin Kenzoku-ka de Ikinokoru―,
Tensei Yuusha wa Joshikousei!?: Maou no Dekiai ni Komattemasu,
Teppuu,
Terminator Sharehouse,
That Dragon (Exchange) Student Stands Out More Than Me,
That Time I Got Reincarnated as a Slime,Tensei Shitara Slime Datta Ken
That's My Atypical Girl,Asper Kanojo
"The Greatest Prophet who Nurtured 100 Heroes, Even if He Becomes an Adventurer, His Disciples Throughout the World will still Yearn for Him","100-nin no Eiyuu o Sodateta Saikyou Yogensha wa, Boukensha ni Natte mo Sekaijuu no Deshi kara Shitawarete Masu"
"The Human Lifespan Lasts No Longer Than 100 years, but I, as a Machine, Can Live Upwards of 1000, so Do Not Worry, I will Continue on Alone Here Even After You are Gone","Bon Hyakusensai ~Jinrui no Jumyou wa Takadaka 100-nen desu ga Kikai no Watashi wa 1000-nen Ikirareru node, Anata ga Inaku natte mo kono Basho de Hitori Ikiteikimasu kara Goshinpainaku~"
THE iDOLM@STER: Shiny Colors - Hazuki's Shinography,
The Legendary Musings of Professor Munakata,Munakata Kyouju Denkikou
The Seven Shakespeares,7-nin no Shakespeare
The Tale of Werewolf / The Wolf's Daughter,
There's a Hole in the Student Council,Seitokai ni mo Ana wa Aru!
There’s No Way a Side Character Like Me Could Be Popular,
There's weird voices coming from the room next door,
There's Weird Voices Coming from the Room Next Door!,
This Man,
Thunder 3,
Thus Spoke Kishibe Rohan,
Time Stop Brave: A Game Setting to Save the World in Three Days is Way too Short,Jikan Teishi Yuusha - Yomei 3-ka no Settei ja Sekai wo Sukuu ni wa Mijika Sugiru
To Love-Ru,
To Your Eternity,Fumetsu no Anata e
Todai Revengers,
Tokidoki Bosotto Roshia-go de Dereru Tonari no Alya-san,
Tokimeki no Ikenie,
Tokushu Seiheki Kyoushitsu e Youkosou,
Tokyo ESP,
Tokyo Ghoul,
Tokyo Mew Mew,
Tokyo Mew Mew 2020 Return,
Tokyo Mew Mew á la Mode,
Tokyo Mew Mew Olé!,
Tokyo Neon Scandal,
Tomb Raider King,
Tonari no Furi-san ga Tonikaku Kowai,
Tonari no Kuroki-san wa Nomu to Yabai,
Too Many Losing Heroines!,Makeine/Make Heroine ga Oosugiru!
Torima Minshuku Yadori-teki na!,
Torture Club Girls After School,Houkago no Goumon Shoujo
Toshiue Elite Onna Kishi ga Boku no Mae de dake Kawaii,
Touch or Death,
Tower Dungeon,
Training Regimes of the World’s Strongest Women,
Trapped,Olgami
Trapped in a Cursed Game as an NPC,
Trillion Game,
Tropic of the Sea / Summer of Tension,
Tsubasa Reservoir Chronicles,
Tsugumi Project,
Tsuihou Sareta Kishi Suki Seijo wa Kyou mo Shiawase,
Tsuihousareta no de Majutsushi ni Tenkou suru -,
Tsumiki Ogami's Not-So-Ordinary Life,
Tsuredure Children,
Tsurenai Kanojo no Hitorijime,
Tune in to the midnight Heart,Mayonaka Heart Tune
"Twin Siblings' New Life, The",
Twin Star Exorcist,Sousei no Onmyouji
"Two Faces of Misaki Hoshino, The",
Tying the Knot with an Amagami Sister,
Tyrant of the Tower Defense Game,
"Tyrant's Guardian Is an Evil Witch, The",
U12 (Under 12),
Ubau Mono Ubawareru Mono (2024),
Übel Blatt,
Ubu na Joshu to Hakase,
Uchuu ni Supurasshu,
Uesugi-kun Wants to Quit Being a Girl,Uesugi-kun wa Onnanoko wo Yametai
Uma Musume Pretty Derby: Star Blossom,
Umamusume: Pretty Derby Anthology Comic STAR,
Umineko no Naku Koro Ni,
Unbalance x2: After Story,
Undead Unluck,
